zone,day,hour,block_id,assignment,minutes_into_block,wait_time_min
Denver,1,17,41,Control,5,4.11
Denver,1,17,41,Control,10,4.44
Denver,1,17,41,Control,15,4.75
Denver,1,17,41,Control,20,4.91
Denver,1,17,41,Control,25,4.68
Denver,1,17,41,Control,30,4.49
Denver,1,17,41,Control,35,4.08
Denver,1,17,41,Control,40,4.62
Denver,1,17,41,Control,45,4.61
Denver,1,17,41,Control,50,4.65
Denver,1,17,41,Control,55,5.13
Denver,1,18,42,Treatment,0,4.8
Denver,1,18,42,Treatment,5,4.22
Denver,1,18,42,Treatment,10,4.2
Denver,1,18,42,Treatment,15,4.16
Denver,1,18,42,Treatment,20,3.99
Denver,1,18,42,Treatment,25,4.31
Denver,1,18,42,Treatment,30,4.28
Denver,1,18,42,Treatment,35,3.91
Denver,1,18,42,Treatment,40,4.49
Denver,1,18,42,Treatment,45,4.21
Denver,1,18,42,Treatment,50,3.75
Denver,1,18,42,Treatment,55,4.17
Denver,1,19,43,Control,0,4.43
Denver,1,19,43,Control,5,4.24
Denver,1,19,43,Control,10,4.67
Denver,1,19,43,Control,15,4.65
Denver,1,19,43,Control,20,4.27
Denver,1,19,43,Control,25,4.25
Denver,1,19,43,Control,30,4.88
Denver,1,19,43,Control,35,4.9
Denver,1,19,43,Control,40,4.68
Denver,1,19,43,Control,45,4.97
Denver,1,19,43,Control,50,4.86
Denver,1,19,43,Control,55,4.77
Denver,1,20,44,Control,0,5.03
Denver,1,20,44,Control,5,4.73
Denver,1,20,44,Control,10,4.5
Denver,1,20,44,Control,15,4.43
Denver,1,20,44,Control,20,4.66
Denver,1,20,44,Control,25,4.18
Denver,1,20,44,Control,30,4.77
Denver,1,20,44,Control,35,4.36
Denver,1,20,44,Control,40,4.69
Denver,1,20,44,Control,45,4.47
Denver,1,20,44,Control,50,4.53
Denver,1,20,44,Control,55,4.41
Denver,1,21,45,Control,0,5.07
Denver,1,21,45,Control,5,4.95
Denver,1,21,45,Control,10,4.69
Denver,1,21,45,Control,15,4.59
Denver,1,21,45,Control,20,4.81
Denver,1,21,45,Control,25,4.88
Denver,1,21,45,Control,30,4.39
Denver,1,21,45,Control,35,4.58
Denver,1,21,45,Control,40,4.14
Denver,1,21,45,Control,45,4.88
Denver,1,21,45,Control,50,5.12
Denver,1,21,45,Control,55,4.62
Denver,1,22,46,Treatment,0,4.75
Denver,1,22,46,Treatment,5,4.24
Denver,1,22,46,Treatment,10,4.16
Denver,1,22,46,Treatment,15,4.34
Denver,1,22,46,Treatment,20,4.25
Denver,1,22,46,Treatment,25,4.06
Denver,1,22,46,Treatment,30,4.02
Denver,1,22,46,Treatment,35,4.22
Denver,1,22,46,Treatment,40,4.08
Denver,1,22,46,Treatment,45,3.91
Denver,1,22,46,Treatment,50,4.1
Denver,1,22,46,Treatment,55,4.27
Denver,1,23,47,Control,0,3.83
Denver,1,23,47,Control,5,4.57
Denver,1,23,47,Control,10,3.78
Denver,1,23,47,Control,15,4.49
Denver,1,23,47,Control,20,4.44
Denver,1,23,47,Control,25,4.64
Denver,1,23,47,Control,30,4.74
Denver,1,23,47,Control,35,4.88
Denver,1,23,47,Control,40,4.42
Denver,1,23,47,Control,45,4.75
Denver,1,23,47,Control,50,4.65
Denver,1,23,47,Control,55,4.17
Denver,2,0,48,Control,0,4.24
Denver,2,0,48,Control,5,4.7
Denver,2,0,48,Control,10,4.7
Denver,2,0,48,Control,15,4.67
Denver,2,0,48,Control,20,4.48
Denver,2,0,48,Control,25,4.81
Denver,2,0,48,Control,30,4.21
Denver,2,0,48,Control,35,4.58
Denver,2,0,48,Control,40,4.46
Denver,2,0,48,Control,45,4.43
Denver,2,0,48,Control,50,4.71
Denver,2,0,48,Control,55,4.87
Denver,2,1,49,Control,0,4.8
Denver,2,1,49,Control,5,4.61
Denver,2,1,49,Control,10,4.38
Denver,2,1,49,Control,15,4.54
Denver,2,1,49,Control,20,4.53
Denver,2,1,49,Control,25,4.43
Denver,2,1,49,Control,30,4.71
Denver,2,1,49,Control,35,4.66
Denver,2,1,49,Control,40,4.2
Denver,2,1,49,Control,45,4.19
Denver,2,1,49,Control,50,4.71
Denver,2,1,49,Control,55,4.4
Denver,2,2,50,Treatment,0,4.8
Denver,2,2,50,Treatment,5,4.14
Denver,2,2,50,Treatment,10,3.97
Denver,2,2,50,Treatment,15,4.6
Denver,2,2,50,Treatment,20,4.27
Denver,2,2,50,Treatment,25,4.08
Denver,2,2,50,Treatment,30,3.95
Denver,2,2,50,Treatment,35,4.06
Denver,2,2,50,Treatment,40,3.89
Denver,2,2,50,Treatment,45,4.41
Denver,2,2,50,Treatment,50,3.99
Denver,2,2,50,Treatment,55,4.46
Denver,2,3,51,Treatment,0,3.93
Denver,2,3,51,Treatment,5,4.08
Denver,2,3,51,Treatment,10,3.53
Denver,2,3,51,Treatment,15,4.16
Denver,2,3,51,Treatment,20,4.14
Denver,2,3,51,Treatment,25,4.39
Denver,2,3,51,Treatment,30,3.71
Denver,2,3,51,Treatment,35,4.48
Denver,2,3,51,Treatment,40,4.39
Denver,2,3,51,Treatment,45,4.5
Denver,2,3,51,Treatment,50,4.17
Denver,2,3,51,Treatment,55,4.44
Denver,2,4,52,Control,0,4.36
Denver,2,4,52,Control,5,4.13
Denver,2,4,52,Control,10,4.05
Denver,2,4,52,Control,15,4.32
Denver,2,4,52,Control,20,4.6
Denver,2,4,52,Control,25,4.39
Denver,2,4,52,Control,30,4.69
Denver,2,4,52,Control,35,4.15
Denver,2,4,52,Control,40,4.07
Denver,2,4,52,Control,45,4.94
Denver,2,4,52,Control,50,4.83
Denver,2,4,52,Control,55,4.34
Denver,2,5,53,Control,0,4.85
Denver,2,5,53,Control,5,4.7
Denver,2,5,53,Control,10,4.64
Denver,2,5,53,Control,15,4.87
Denver,2,5,53,Control,20,4.42
Denver,2,5,53,Control,25,4.61
Denver,2,5,53,Control,30,4.6
Denver,2,5,53,Control,35,4.53
Denver,2,5,53,Control,40,4.5
Denver,2,5,53,Control,45,4.62
Denver,2,5,53,Control,50,4.61
Denver,2,5,53,Control,55,4.34
Denver,2,6,54,Treatment,0,4.36
Denver,2,6,54,Treatment,5,4.41
Denver,2,6,54,Treatment,10,4.25
Denver,2,6,54,Treatment,15,4.28
Denver,2,6,54,Treatment,20,3.66
Denver,2,6,54,Treatment,25,4.41
Denver,2,6,54,Treatment,30,4.02
Denver,2,6,54,Treatment,35,4.49
Denver,2,6,54,Treatment,40,4.07
Denver,2,6,54,Treatment,45,4.17
Denver,2,6,54,Treatment,50,4.66
Denver,2,6,54,Treatment,55,4.12
Denver,2,7,55,Treatment,0,4.2
Denver,2,7,55,Treatment,5,4.29
Denver,2,7,55,Treatment,10,4.2
Denver,2,7,55,Treatment,15,4.4
Denver,2,7,55,Treatment,20,4.01
Denver,2,7,55,Treatment,25,3.94
Denver,2,7,55,Treatment,30,4.03
Denver,2,7,55,Treatment,35,4.21
Denver,2,7,55,Treatment,40,4.13
Denver,2,7,55,Treatment,45,4.36
Denver,2,7,55,Treatment,50,4.51
Denver,2,7,55,Treatment,55,3.94
Denver,2,8,56,Treatment,0,3.83
Denver,2,8,56,Treatment,5,4.69
Denver,2,8,56,Treatment,10,4.26
Denver,2,8,56,Treatment,15,4.31
Denver,2,8,56,Treatment,20,3.85
Denver,2,8,56,Treatment,25,4.19
Denver,2,8,56,Treatment,30,4.31
Denver,2,8,56,Treatment,35,4.12
Denver,2,8,56,Treatment,40,4.45
Denver,2,8,56,Treatment,45,4.76
Denver,2,8,56,Treatment,50,3.95
Denver,2,8,56,Treatment,55,3.93
Denver,2,9,57,Treatment,0,4.59
Denver,2,9,57,Treatment,5,4.45
Denver,2,9,57,Treatment,10,4.15
Denver,2,9,57,Treatment,15,4.2
Denver,2,9,57,Treatment,20,3.98
Denver,2,9,57,Treatment,25,4.41
Denver,2,9,57,Treatment,30,4.09
Denver,2,9,57,Treatment,35,4.12
Denver,2,9,57,Treatment,40,4.34
Denver,2,9,57,Treatment,45,4.14
Denver,2,9,57,Treatment,50,4.13
Denver,2,9,57,Treatment,55,4.19
Denver,2,10,58,Treatment,0,4.6
Denver,2,10,58,Treatment,5,4.33
Denver,2,10,58,Treatment,10,4.39
Denver,2,10,58,Treatment,15,4.14
Denver,2,10,58,Treatment,20,4.01
Denver,2,10,58,Treatment,25,4.35
Denver,2,10,58,Treatment,30,4.23
Denver,2,10,58,Treatment,35,3.83
Denver,2,10,58,Treatment,40,4.1
Denver,2,10,58,Treatment,45,4.17
Denver,2,10,58,Treatment,50,4.06
Denver,2,10,58,Treatment,55,4.56
Denver,2,11,59,Control,0,4.53
Denver,2,11,59,Control,5,4.39
Denver,2,11,59,Control,10,4.48
Denver,2,11,59,Control,15,4.37
Denver,2,11,59,Control,20,4.6
Denver,2,11,59,Control,25,4.6
Denver,2,11,59,Control,30,4.26
Denver,2,11,59,Control,35,4.47
Denver,2,11,59,Control,40,4.52
Denver,2,11,59,Control,45,4.7
Denver,2,11,59,Control,50,4.72
Denver,2,11,59,Control,55,4.45
Denver,2,12,60,Treatment,0,4.55
Denver,2,12,60,Treatment,5,3.74
Denver,2,12,60,Treatment,10,4.2
Denver,2,12,60,Treatment,15,4.46
Denver,2,12,60,Treatment,20,3.77
Denver,2,12,60,Treatment,25,4.21
Denver,2,12,60,Treatment,30,4.58
Denver,2,12,60,Treatment,35,4.0
Denver,2,12,60,Treatment,40,4.19
Denver,2,12,60,Treatment,45,3.86
Denver,2,12,60,Treatment,50,4.59
Denver,2,12,60,Treatment,55,4.17
Denver,2,13,61,Control,0,4.52
Denver,2,13,61,Control,5,4.49
Denver,2,13,61,Control,10,4.24
Denver,2,13,61,Control,15,4.44
Denver,2,13,61,Control,20,4.72
Denver,2,13,61,Control,25,4.44
Denver,2,13,61,Control,30,4.07
Denver,2,13,61,Control,35,4.59
Denver,2,13,61,Control,40,4.23
Denver,2,13,61,Control,45,5.0
Denver,2,13,61,Control,50,4.64
Denver,2,13,61,Control,55,4.37
Denver,2,14,62,Treatment,0,4.13
Denver,2,14,62,Treatment,5,4.19
Denver,2,14,62,Treatment,10,4.58
Denver,2,14,62,Treatment,15,4.74
Denver,2,14,62,Treatment,20,4.37
Denver,2,14,62,Treatment,25,4.16
Denver,2,14,62,Treatment,30,4.08
Denver,2,14,62,Treatment,35,3.95
Denver,2,14,62,Treatment,40,4.7
Denver,2,14,62,Treatment,45,4.14
Denver,2,14,62,Treatment,50,4.71
Denver,2,14,62,Treatment,55,4.53
Denver,2,15,63,Control,0,4.02
Denver,2,15,63,Control,5,4.16
Denver,2,15,63,Control,10,4.44
Denver,2,15,63,Control,15,4.58
Denver,2,15,63,Control,20,5.35
Denver,2,15,63,Control,25,4.33
Denver,2,15,63,Control,30,4.66
Denver,2,15,63,Control,35,4.75
Denver,2,15,63,Control,40,4.6
Denver,2,15,63,Control,45,4.63
Denver,2,15,63,Control,50,4.34
Denver,2,15,63,Control,55,4.63
Denver,2,16,64,Treatment,0,4.68
Denver,2,16,64,Treatment,5,4.6
Denver,2,16,64,Treatment,10,4.68
Denver,2,16,64,Treatment,15,4.42
Denver,2,16,64,Treatment,20,4.2
Denver,2,16,64,Treatment,25,3.89
Denver,2,16,64,Treatment,30,4.04
Denver,2,16,64,Treatment,35,4.13
Denver,2,16,64,Treatment,40,4.25
Denver,2,16,64,Treatment,45,4.07
Denver,2,16,64,Treatment,50,3.95
Denver,2,16,64,Treatment,55,3.89
Denver,2,17,65,Treatment,0,4.13
Denver,2,17,65,Treatment,5,3.82
Denver,2,17,65,Treatment,10,3.94
Denver,2,17,65,Treatment,15,4.09
Denver,2,17,65,Treatment,20,3.85
Denver,2,17,65,Treatment,25,4.28
Denver,2,17,65,Treatment,30,4.37
Denver,2,17,65,Treatment,35,4.05
Denver,2,17,65,Treatment,40,4.08
Denver,2,17,65,Treatment,45,4.32
Denver,2,17,65,Treatment,50,4.01
Denver,2,17,65,Treatment,55,3.99
Denver,2,18,66,Control,0,4.41
Denver,2,18,66,Control,5,4.47
Denver,2,18,66,Control,10,4.69
Denver,2,18,66,Control,15,4.11
Denver,2,18,66,Control,20,4.94
Denver,2,18,66,Control,25,4.7
Denver,2,18,66,Control,30,4.85
Denver,2,18,66,Control,35,4.7
Denver,2,18,66,Control,40,4.61
Denver,2,18,66,Control,45,4.53
Denver,2,18,66,Control,50,4.69
Denver,2,18,66,Control,55,4.52
Denver,2,19,67,Control,0,4.2
Denver,2,19,67,Control,5,4.46
Denver,2,19,67,Control,10,5.11
Denver,2,19,67,Control,15,4.44
Denver,2,19,67,Control,20,4.54
Denver,2,19,67,Control,25,4.38
Denver,2,19,67,Control,30,4.68
Denver,2,19,67,Control,35,4.42
Denver,2,19,67,Control,40,4.55
Denver,2,19,67,Control,45,4.81
Denver,2,19,67,Control,50,4.43
Denver,2,19,67,Control,55,4.8
Denver,2,20,68,Control,0,4.86
Denver,2,20,68,Control,5,4.64
Denver,2,20,68,Control,10,5.41
Denver,2,20,68,Control,15,4.86
Denver,2,20,68,Control,20,4.68
Denver,2,20,68,Control,25,4.38
Denver,2,20,68,Control,30,4.58
Denver,2,20,68,Control,35,4.96
Denver,2,20,68,Control,40,5.03
Denver,2,20,68,Control,45,4.97
Denver,2,20,68,Control,50,4.8
Denver,2,20,68,Control,55,4.29
Denver,2,21,69,Control,0,4.29
Denver,2,21,69,Control,5,4.23
Denver,2,21,69,Control,10,4.66
Denver,2,21,69,Control,15,4.73
Denver,2,21,69,Control,20,4.83
Denver,2,21,69,Control,25,4.72
Denver,2,21,69,Control,30,4.73
Denver,2,21,69,Control,35,4.35
Denver,2,21,69,Control,40,4.57
Denver,2,21,69,Control,45,4.22
Denver,2,21,69,Control,50,4.1
Denver,2,21,69,Control,55,4.79
Denver,2,22,70,Treatment,0,4.82
Denver,2,22,70,Treatment,5,4.74
Denver,2,22,70,Treatment,10,4.17
Denver,2,22,70,Treatment,15,4.33
Denver,2,22,70,Treatment,20,4.02
Denver,2,22,70,Treatment,25,3.72
Denver,2,22,70,Treatment,30,4.22
Denver,2,22,70,Treatment,35,4.07
Denver,2,22,70,Treatment,40,4.08
Denver,2,22,70,Treatment,45,4.68
Denver,2,22,70,Treatment,50,3.8
Denver,2,22,70,Treatment,55,4.28
Denver,2,23,71,Treatment,0,4.41
Denver,2,23,71,Treatment,5,4.26
Denver,2,23,71,Treatment,10,4.28
Denver,2,23,71,Treatment,15,3.95
Denver,2,23,71,Treatment,20,3.99
Denver,2,23,71,Treatment,25,4.42
Denver,2,23,71,Treatment,30,4.63
Denver,2,23,71,Treatment,35,4.31
Denver,2,23,71,Treatment,40,3.96
Denver,2,23,71,Treatment,45,4.27
Denver,2,23,71,Treatment,50,4.79
Denver,2,23,71,Treatment,55,4.21
Denver,3,0,72,Treatment,0,4.0
Denver,3,0,72,Treatment,5,4.18
Denver,3,0,72,Treatment,10,4.34
Denver,3,0,72,Treatment,15,4.29
Denver,3,0,72,Treatment,20,3.99
Denver,3,0,72,Treatment,25,3.98
Denver,3,0,72,Treatment,30,4.43
Denver,3,0,72,Treatment,35,4.48
Denver,3,0,72,Treatment,40,4.56
Denver,3,0,72,Treatment,45,4.64
Denver,3,0,72,Treatment,50,4.22
Denver,3,0,72,Treatment,55,4.11
Denver,3,1,73,Control,0,4.36
Denver,3,1,73,Control,5,4.08
Denver,3,1,73,Control,10,4.2
Denver,3,1,73,Control,15,4.72
Denver,3,1,73,Control,20,4.56
Denver,3,1,73,Control,25,4.59
Denver,3,1,73,Control,30,4.87
Denver,3,1,73,Control,35,4.79
Denver,3,1,73,Control,40,4.93
Denver,3,1,73,Control,45,4.12
Denver,3,1,73,Control,50,4.66
Denver,3,1,73,Control,55,4.77
Denver,3,2,74,Treatment,0,4.44
Denver,3,2,74,Treatment,5,4.25
Denver,3,2,74,Treatment,10,4.33
Denver,3,2,74,Treatment,15,4.59
Denver,3,2,74,Treatment,20,4.69
Denver,3,2,74,Treatment,25,3.98
Denver,3,2,74,Treatment,30,4.32
Denver,3,2,74,Treatment,35,4.33
Denver,3,2,74,Treatment,40,4.28
Denver,3,2,74,Treatment,45,4.29
Denver,3,2,74,Treatment,50,4.26
Denver,3,2,74,Treatment,55,4.61
Denver,3,3,75,Control,0,3.92
Denver,3,3,75,Control,5,4.52
Denver,3,3,75,Control,10,4.69
Denver,3,3,75,Control,15,4.68
Denver,3,3,75,Control,20,4.88
Denver,3,3,75,Control,25,4.65
Denver,3,3,75,Control,30,4.65
Denver,3,3,75,Control,35,4.63
Denver,3,3,75,Control,40,4.1
Denver,3,3,75,Control,45,4.58
Denver,3,3,75,Control,50,4.43
Denver,3,3,75,Control,55,4.3
Denver,3,4,76,Treatment,0,4.73
Denver,3,4,76,Treatment,5,4.45
Denver,3,4,76,Treatment,10,4.18
Denver,3,4,76,Treatment,15,4.26
Denver,3,4,76,Treatment,20,4.43
Denver,3,4,76,Treatment,25,3.98
Denver,3,4,76,Treatment,30,4.18
Denver,3,4,76,Treatment,35,4.4
Denver,3,4,76,Treatment,40,3.7
Denver,3,4,76,Treatment,45,4.17
Denver,3,4,76,Treatment,50,4.08
Denver,3,4,76,Treatment,55,4.15
Denver,3,5,77,Treatment,0,4.22
Denver,3,5,77,Treatment,5,4.67
Denver,3,5,77,Treatment,10,4.11
Denver,3,5,77,Treatment,15,4.26
Denver,3,5,77,Treatment,20,4.68
Denver,3,5,77,Treatment,25,4.05
Denver,3,5,77,Treatment,30,4.64
Denver,3,5,77,Treatment,35,4.19
Denver,3,5,77,Treatment,40,4.63
Denver,3,5,77,Treatment,45,4.37
Denver,3,5,77,Treatment,50,4.26
Denver,3,5,77,Treatment,55,4.17
Denver,3,6,78,Treatment,0,4.2
Denver,3,6,78,Treatment,5,4.41
Denver,3,6,78,Treatment,10,4.18
Denver,3,6,78,Treatment,15,4.11
Denver,3,6,78,Treatment,20,4.12
Denver,3,6,78,Treatment,25,4.43
Denver,3,6,78,Treatment,30,4.49
Denver,3,6,78,Treatment,35,4.02
Denver,3,6,78,Treatment,40,4.02
Denver,3,6,78,Treatment,45,4.28
Denver,3,6,78,Treatment,50,4.57
Denver,3,6,78,Treatment,55,4.47
Denver,3,7,79,Control,0,4.12
Denver,3,7,79,Control,5,4.09
Denver,3,7,79,Control,10,4.4
Denver,3,7,79,Control,15,5.0
Denver,3,7,79,Control,20,4.24
Denver,3,7,79,Control,25,4.2
Denver,3,7,79,Control,30,4.39
Denver,3,7,79,Control,35,4.67
Denver,3,7,79,Control,40,4.76
Denver,3,7,79,Control,45,4.71
Denver,3,7,79,Control,50,4.89
Denver,3,7,79,Control,55,4.16
Denver,3,8,80,Control,0,4.52
Denver,3,8,80,Control,5,4.78
Denver,3,8,80,Control,10,4.27
Denver,3,8,80,Control,15,4.6
Denver,3,8,80,Control,20,4.66
Denver,3,8,80,Control,25,4.89
Denver,3,8,80,Control,30,4.2
Denver,3,8,80,Control,35,4.61
Denver,3,8,80,Control,40,4.33
Denver,3,8,80,Control,45,4.73
Denver,3,8,80,Control,50,4.79
Denver,3,8,80,Control,55,4.92
Denver,3,9,81,Control,0,4.83
Denver,3,9,81,Control,5,4.94
Denver,3,9,81,Control,10,4.19
Denver,3,9,81,Control,15,4.75
Denver,3,9,81,Control,20,4.84
Denver,3,9,81,Control,25,4.54
Denver,3,9,81,Control,30,4.3
Denver,3,9,81,Control,35,4.84
Denver,3,9,81,Control,40,4.3
Denver,3,9,81,Control,45,4.56
Denver,3,9,81,Control,50,4.59
Denver,3,9,81,Control,55,4.78
Denver,3,10,82,Treatment,0,4.43
Denver,3,10,82,Treatment,5,4.49
Denver,3,10,82,Treatment,10,4.58
Denver,3,10,82,Treatment,15,4.76
Denver,3,10,82,Treatment,20,3.81
Denver,3,10,82,Treatment,25,4.26
Denver,3,10,82,Treatment,30,3.91
Denver,3,10,82,Treatment,35,4.44
Denver,3,10,82,Treatment,40,3.95
Denver,3,10,82,Treatment,45,4.02
Denver,3,10,82,Treatment,50,4.04
Denver,3,10,82,Treatment,55,4.17
Denver,3,11,83,Treatment,0,4.31
Denver,3,11,83,Treatment,5,4.18
Denver,3,11,83,Treatment,10,3.85
Denver,3,11,83,Treatment,15,4.37
Denver,3,11,83,Treatment,20,4.17
Denver,3,11,83,Treatment,25,4.48
Denver,3,11,83,Treatment,30,4.01
Denver,3,11,83,Treatment,35,3.79
Denver,3,11,83,Treatment,40,4.18
Denver,3,11,83,Treatment,45,4.51
Denver,3,11,83,Treatment,50,4.23
Denver,3,11,83,Treatment,55,4.14
Denver,3,12,84,Control,0,4.63
Denver,3,12,84,Control,5,4.07
Denver,3,12,84,Control,10,4.28
Denver,3,12,84,Control,15,4.74
Denver,3,12,84,Control,20,4.14
Denver,3,12,84,Control,25,4.92
Denver,3,12,84,Control,30,4.76
Denver,3,12,84,Control,35,4.82
Denver,3,12,84,Control,40,4.74
Denver,3,12,84,Control,45,4.56
Denver,3,12,84,Control,50,4.33
Denver,3,12,84,Control,55,4.56
Denver,3,13,85,Control,0,4.72
Denver,3,13,85,Control,5,4.8
Denver,3,13,85,Control,10,4.97
Denver,3,13,85,Control,15,4.69
Denver,3,13,85,Control,20,4.83
Denver,3,13,85,Control,25,4.53
Denver,3,13,85,Control,30,4.48
Denver,3,13,85,Control,35,4.72
Denver,3,13,85,Control,40,4.5
Denver,3,13,85,Control,45,4.67
Denver,3,13,85,Control,50,4.33
Denver,3,13,85,Control,55,4.38
Denver,3,14,86,Control,0,4.82
Denver,3,14,86,Control,5,4.35
Denver,3,14,86,Control,10,4.77
Denver,3,14,86,Control,15,4.47
Denver,3,14,86,Control,20,4.6
Denver,3,14,86,Control,25,4.95
Denver,3,14,86,Control,30,4.8
Denver,3,14,86,Control,35,4.8
Denver,3,14,86,Control,40,5.08
Denver,3,14,86,Control,45,4.42
Denver,3,14,86,Control,50,4.35
Denver,3,14,86,Control,55,4.42
Denver,3,15,87,Control,0,4.01
Denver,3,15,87,Control,5,4.55
Denver,3,15,87,Control,10,4.46
Denver,3,15,87,Control,15,4.8
Denver,3,15,87,Control,20,4.69
Denver,3,15,87,Control,25,4.45
Denver,3,15,87,Control,30,4.75
Denver,3,15,87,Control,35,4.78
Denver,3,15,87,Control,40,4.41
Denver,3,15,87,Control,45,4.48
Denver,3,15,87,Control,50,4.04
Denver,3,15,87,Control,55,4.33
Denver,3,16,88,Control,0,4.62
Denver,3,16,88,Control,5,4.36
Denver,3,16,88,Control,10,4.47
Denver,3,16,88,Control,15,4.29
Denver,3,16,88,Control,20,4.64
Denver,3,16,88,Control,25,4.71
Denver,3,16,88,Control,30,4.7
Denver,3,16,88,Control,35,4.6
Denver,3,16,88,Control,40,4.21
Denver,3,16,88,Control,45,4.45
Denver,3,16,88,Control,50,4.5
Denver,3,16,88,Control,55,4.5
Denver,3,17,89,Control,0,4.96
Denver,3,17,89,Control,5,4.8
Denver,3,17,89,Control,10,4.35
Denver,3,17,89,Control,15,4.77
Denver,3,17,89,Control,20,4.76
Denver,3,17,89,Control,25,4.4
Denver,3,17,89,Control,30,4.81
Denver,3,17,89,Control,35,4.56
Denver,3,17,89,Control,40,4.25
Denver,3,17,89,Control,45,4.71
Denver,3,17,89,Control,50,4.65
Denver,3,17,89,Control,55,4.54
Denver,3,18,90,Treatment,0,4.42
Denver,3,18,90,Treatment,5,4.61
Denver,3,18,90,Treatment,10,4.31
Denver,3,18,90,Treatment,15,4.23
Denver,3,18,90,Treatment,20,4.28
Denver,3,18,90,Treatment,25,3.9
Denver,3,18,90,Treatment,30,3.96
Denver,3,18,90,Treatment,35,3.63
Denver,3,18,90,Treatment,40,4.33
Denver,3,18,90,Treatment,45,3.88
Denver,3,18,90,Treatment,50,4.22
Denver,3,18,90,Treatment,55,4.28
Denver,3,19,91,Treatment,0,3.88
Denver,3,19,91,Treatment,5,4.17
Denver,3,19,91,Treatment,10,4.6
Denver,3,19,91,Treatment,15,4.61
Denver,3,19,91,Treatment,20,4.43
Denver,3,19,91,Treatment,25,4.27
Denver,3,19,91,Treatment,30,3.93
Denver,3,19,91,Treatment,35,4.37
Denver,3,19,91,Treatment,40,4.15
Denver,3,19,91,Treatment,45,4.33
Denver,3,19,91,Treatment,50,4.03
Denver,3,19,91,Treatment,55,4.14
Denver,3,20,92,Control,0,4.25
Denver,3,20,92,Control,5,4.45
Denver,3,20,92,Control,10,4.32
Denver,3,20,92,Control,15,4.26
Denver,3,20,92,Control,20,5.01
Denver,3,20,92,Control,25,5.22
Denver,3,20,92,Control,30,4.71
Denver,3,20,92,Control,35,4.27
Denver,3,20,92,Control,40,4.41
Denver,3,20,92,Control,45,4.73
Denver,3,20,92,Control,50,4.94
Denver,3,20,92,Control,55,4.3
Denver,3,21,93,Control,0,4.65
Denver,3,21,93,Control,5,4.82
Denver,3,21,93,Control,10,4.51
Denver,3,21,93,Control,15,4.21
Denver,3,21,93,Control,20,4.76
Denver,3,21,93,Control,25,4.88
Denver,3,21,93,Control,30,4.58
Denver,3,21,93,Control,35,4.7
Denver,3,21,93,Control,40,4.48
Denver,3,21,93,Control,45,4.39
Denver,3,21,93,Control,50,4.86
Denver,3,21,93,Control,55,4.7
Denver,3,22,94,Control,0,4.98
Denver,3,22,94,Control,5,4.34
Denver,3,22,94,Control,10,4.46
Denver,3,22,94,Control,15,4.64
Denver,3,22,94,Control,20,4.46
Denver,3,22,94,Control,25,4.8
Denver,3,22,94,Control,30,4.55
Denver,3,22,94,Control,35,4.35
Denver,3,22,94,Control,40,4.62
Denver,3,22,94,Control,45,4.64
Denver,3,22,94,Control,50,4.83
Denver,3,22,94,Control,55,4.7
Denver,3,23,95,Treatment,0,4.68
Denver,3,23,95,Treatment,5,4.41
Denver,3,23,95,Treatment,10,4.14
Denver,3,23,95,Treatment,15,4.26
Denver,3,23,95,Treatment,20,4.1
Denver,3,23,95,Treatment,25,4.61
Denver,3,23,95,Treatment,30,4.52
Denver,3,23,95,Treatment,35,4.34
Denver,3,23,95,Treatment,40,4.28
Denver,3,23,95,Treatment,45,4.16
Denver,3,23,95,Treatment,50,3.87
Denver,3,23,95,Treatment,55,4.13
Denver,4,0,96,Control,0,4.24
Denver,4,0,96,Control,5,4.44
Denver,4,0,96,Control,10,4.69
Denver,4,0,96,Control,15,4.43
Denver,4,0,96,Control,20,4.43
Denver,4,0,96,Control,25,4.96
Denver,4,0,96,Control,30,4.79
Denver,4,0,96,Control,35,4.5
Denver,4,0,96,Control,40,4.57
Denver,4,0,96,Control,45,4.57
Denver,4,0,96,Control,50,4.61
Denver,4,0,96,Control,55,4.72
Denver,4,1,97,Control,0,4.65
Denver,4,1,97,Control,5,4.77
Denver,4,1,97,Control,10,4.18
Denver,4,1,97,Control,15,4.48
Denver,4,1,97,Control,20,4.91
Denver,4,1,97,Control,25,4.7
Denver,4,1,97,Control,30,3.5
Denver,4,1,97,Control,35,4.77
Denver,4,1,97,Control,40,5.08
Denver,4,1,97,Control,45,4.1
Denver,4,1,97,Control,50,4.98
Denver,4,1,97,Control,55,3.91
Denver,4,2,98,Control,0,4.6
Denver,4,2,98,Control,5,4.01
Denver,4,2,98,Control,10,4.71
Denver,4,2,98,Control,15,4.89
Denver,4,2,98,Control,20,4.69
Denver,4,2,98,Control,25,4.75
Denver,4,2,98,Control,30,4.5
Denver,4,2,98,Control,35,4.13
Denver,4,2,98,Control,40,4.77
Denver,4,2,98,Control,45,5.04
Denver,4,2,98,Control,50,4.88
Denver,4,2,98,Control,55,4.1
Denver,4,3,99,Control,0,4.39
Denver,4,3,99,Control,5,4.2
Denver,4,3,99,Control,10,4.61
Denver,4,3,99,Control,15,4.7
Denver,4,3,99,Control,20,4.24
Denver,4,3,99,Control,25,4.79
Denver,4,3,99,Control,30,4.75
Denver,4,3,99,Control,35,4.46
